
0xFFFF  0xFFFD  0xDDFF  0xEFFB  0xFFF5  0xFFBF  0x7FFF  0xFFFF  0xFFDF  0xFFFF  0xBFFF  0xDDFF  0x7FFE  0xFFFD  0xCF7F  
0xBFFF  0xFFFD  0x7FDF  0xF7FD  0xF7FF  0xFEFD  0xFFBE  0xFFFF  0xFFDF  0xFEBD  0xBFFD  0x7FFF  0xFFBF  0x7FFF  0xFFFF  
0xFFFF  0xFFFE  0xFF7F  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xFFFF  0xBFFF  0xFFFF  0xFFFF  0xF7BF  0xFFFF  0xF7FF  0xBBFF  
0xFFFF  0xFFDD  0xFEFD  0xF7E7  0xFFFF  0xFBFF  0xFFFF  0xFDBF  0xFEFF  0xFEFF  0xF7FF  0xFDFF  0xFFFB  0xFFDF  0xFFFF  
0xFF7F  0x7FFF  0xFFFF  0xFFFF  0xFFFF  0xF3FF  0xFFFF  0x7FDF  0xDFFF  0xFEFF  0xDFFF  0xFFFF  0x7FFF  0xFFF6  0xFFDF  
0xBFFF  0xFBFF  0xFFFE  0xFFFF  0xFFFF  0xFFFF  0xFFFD  0xFDCF  0xFFFF  0xFFFF  0xFBFF  0xFFDF  0xFFFB  0xFFFF  0xFDDF  
0xFFFF  0xFFFF  0x7BFF  0xFF7F  0xFFFF  0xFF7B  0xF7FF  0x2FFD  0xFFF9  0xFAF7  0xFFDE  0xFBFF  0xFFFF  0x7E7F  0xFFF7  
0xFFFF  0xFFFF  0xFF77  0xFEFF  0xFFF7  0xFB77  0xFFFF  0xFFFF  0xFFFF  0xBFBF  0xF7FF  0xABFF  0xBF7F  0xFFFF  0xF7FF  
0xFEFF  0xDFFF  0xFFDF  0xFFBF  0xBFFF  0x9BFF  0xEFBF  0x7FFF  0xFFFE  0xFFFF  0xFFF7  0xFFFB  0xFFFF  0xFDFF  0x3FFD  
0xFFFF  0xFFBF  0xFFFF  0xBFFF  0xFFFF  0xBFFD  0xFFB6  0xFFF7  0xFFFF  0xF7FF  0xFF7B  0xFFFF  0xFFFF  0xFFFF  0xFFDD  
0xFFBF  0xFFF7  0x5FFF  0xFFFF  0xFDFF  0xEFFF  0xDFFF  0xFFFF  0xFBFB  0xFFBF  0xFFFF  0xDDD7  0xFBBF  0xFF7F  0xFFBF  
0x7FFF  0xDFFF  0xF7FB  0xD97F  0xF77E  0xFEFF  0xFFFF  0xFFFF  0xBEFF  0xFFFE  0xFBDF  0xFDFF  0xFFFE  0xFFFF  0xEF9D  
0xFFFF  0xFFFF  0xF7FF  0xDFFE  0xFFFF  0xBFFF  0xFFFF  0xFFFE  0xFFFF  0xFFFF  0xFFDF  0xFFDF  0xFFF7  0xFF9F  0xFFFF  
0xFFFF  0xFBFC  0xFFFF  0xEFFF  0x7FFF  0xFFFF  0xFFFE  0xBFFF  
